tss_name	tss_strand	tss_position	prom_expression	active	left	right	operon	strand
TSS_7303_wanner	-	1906815	8.55561692910391	active	1906285	1906572	yebO	-
TSS_9378_storz	-	2481848	0.66525276244034	inactive	2478660	2481361	emrKY	-
TSS_6612_wanner_regulondb	-	1722703	0.572638723509731	inactive	1722158	1722679	sodC	-
TSS_12291_regulondb	-	3242801	1.77619734386871	active	3239849	3242763	uxaCA	-
TSS_16169_storz	-	4146543	0.596155601095057	inactive	4145489	4146340	yijO	-
TSS_2519_storz_wanner	-	657220	0.836825747428344	inactive	656778	657161	crcB	-
TSS_7220_wanner	-	1891278	0.809683875409552	inactive	1889349	1891259	yoaA	-
TSS_3646_regulondb	+	948866	0.621923967690993	inactive	948891	949481	ycaK	+
TSS_2670_storz_wanner	+	694236	0.644482429712157	inactive	694324	695499	ubiF	+
TSS_14930_storz_regulondb	+	3851868	1.27624827026726	inactive	3851945	3853129	emrD	+
TSS_13671_regulondb	-	3530610	0.816869130938707	inactive	3528737	3530461	yhgE	-
TSS_8645_storz_wanner_regulondb	-	2276419	4.37204047247212	active	2275915	2276259	yejG	-
TSS_11063_storz_regulondb	+	2932141	0.555575996336451	inactive	2932257	2938121	fucPIKUR	+
TSS_11276_storz	+	2986481	5.74606695373325	active	2986524	2987808	yqeIJ	+
TSS_2111_regulondb	-	545635	0.67552283408413	inactive	542485	545587	allDCE	-
TSS_16205_regulondb	-	4151595	0.501617231838741	inactive	4148470	4151121	ppc	-
TSS_7639_wanner	+	1987680	3.07950481379158	active	1987705	1988916	tyrP	+
TSS_4155_storz	-	1078248	0.677142956301318	inactive	1074143	1078105	putA	-
TSS_7707_storz	+	2007655	0.696100923586699	inactive	2007845	2008513	yedK	+
TSS_120_regulondb	-	20910	0.635909700600939	inactive	19811	20508	insAB-1A-1B-1	-
TSS_16687_regulondb	+	4260839	0.648263859389913	inactive	4260863	4261105	pspG	+
TSS_7489_storz_regulondb	-	1947031	0.598772387960448	inactive	1944879	1946656	nudB-yebC-ruvC	-
TSS_16542_storz_wanner_regulondb	-	4221675	12.950813669526	active	4220827	4221651	iclR	-
TSS_5863_storz	+	1504534	0.80144058610494	inactive	1504805	1506766	ydcP	+
TSS_9702_storz	+	2576387	0.661302734885036	inactive	2576688	2579661	talA-tktB	+
TSS_11284_storz	+	2989752	0.658533931033704	inactive	2990116	2991492	ygeH	+
TSS_14311_storz	-	3694518	0.715614297093476	inactive	3694020	3694208	yhjR	-
TSS_17312_storz_regulondb	-	4426842	0.99510246138087	inactive	4426102	4426740	ytfB	-
TSS_6257_regulondb	+	1634751	0.536876866892962	inactive	1634780	1635481	ynfO-ydfO	+
TSS_15780_storz	+	4047920	76.3418267678763	active	4047922	4048030	spf	+
TSS_13926_wanner	-	3590448	0.703381882036882	inactive	3585393	3590348	ugpBAECQ	-
TSS_18061_regulondb	+	4619739	1.76468167533574	active	4619792	4621123	yjjJ	+
TSS_4538_regulondb	-	1173201	0.991441375775647	inactive	1169741	1173187	mfd	-
TSS_512_storz	+	121613	0.673460750922224	inactive	122092	129336	pdhR-aceEF-lpd	+
TSS_10584_storz	+	2798443	0.644791318858528	inactive	2798745	2802483	nrdHIEF	+
TSS_1619_wanner	-	409273	0.965547489741667	inactive	408332	409243	rdgC	-
TSS_6350_storz	-	1654769	0.925960608467508	inactive	1653832	1654768	ynfB-speG	-
TSS_14628_storz	-	3774660	0.66043237021967	inactive	3774194	3774403	yibT	-
TSS_5945_storz	-	1528915	0.668727065295909	inactive	1525914	1528428	rhsE-ydcD	-
TSS_10652_wanner	-	2817294	0.970288804309993	inactive	2816983	2817168	csrA	-
TSS_7357_wanner	-	1921229	0.686392978986456	inactive	1920337	1920993	pphA	-
TSS_3518_regulondb	+	921883	0.681299749383762	inactive	922136	922456	clpS	+
TSS_17768_storz_regulondb	-	4537951	1.90217669532389	active	4534637	4537524	nanCMS	-
TSS_10414_regulondb	+	2752789	0.759836229699584	inactive	2752918	2753400	smpB	+
TSS_12429_regulondb	+	3279911	1.57982203096834	inactive	3279998	3285047	agaS-kbaY-agaBCDI	+
TSS_7257_regulondb	-	1899793	1.26705899145966	inactive	1898053	1899609	yoaE	-
TSS_3149_storz	-	816120	0.707343829079046	inactive	814962	815870	ybhK	-
TSS_16183_wanner	-	4148377	0.78275465308118	inactive	4146555	4148288	eptC	-
TSS_6953_regulondb	-	1811372	0.788340162538754	inactive	1810353	1811168	ydjO	-
TSS_6012_regulondb	+	1554620	1.05281332959066	inactive	1554649	1555080	osmC	+
TSS_11134_wanner	-	2947206	0.62636039331132	inactive	2945779	2947032	amiC	-
TSS_13542_storz	-	3497440	1.69524485309519	active	3492033	3497223	nirBDC-cysG	-
TSS_593_wanner	-	142702	2.06757290325355	active	142008	142670	can	-
TSS_2003_storz	-	503973	0.856953395359147	inactive	502700	503920	fsr	-
TSS_18024_wanner	+	4609325	0.584381033086711	inactive	4609419	4610024	osmY	+
TSS_6278_regulondb	+	1639789	0.701913870263191	inactive	1639879	1640091	cspF	+
TSS_4802_regulondb	-	1241325	1.44623356194826	inactive	1239558	1241294	cvrA	-
TSS_10256_regulondb	+	2721850	0.539942974337016	inactive	2722201	2722473	yfiM	+
TSS_8224_regulondb	-	2149100	0.93330754681915	inactive	2147063	2149009	yegI	-
TSS_8752_storz	-	2306662	1.74304369194913	active	2304994	2306637	yojI	-
TSS_6907_regulondb	-	1800723	4.53287334309941	active	1793277	1800594	thrS-infC-rpmI-rplT-pheMST-ihfA	-
TSS_4163_storz	+	1080233	0.687282912361783	inactive	1080579	1081408	efeU_1U_2	+
TSS_2165_regulondb	-	565324	0.507839880068169	inactive	564038	565201	intD	-
TSS_5677_storz	+	1461409	0.583092189290018	inactive	1461563	1463085	paaXY	+
TSS_3862_regulondb	+	989814	1.08009992832468	inactive	989845	992457	pepN	+
TSS_16881_regulondb	+	4328415	0.924494085557174	inactive	4328525	4330027	proP	+
TSS_692_wanner	+	167427	3.27429961547447	active	167484	173444	fhuACDB	+
TSS_9274_regulondb	-	2453676	0.552742353239852	inactive	2453105	2453668	yfcV	-
TSS_3388_storz	-	887727	0.704988485586133	inactive	887200	887280	rybB	-
TSS_2694_wanner	-	698444	1.42884589672688	inactive	696736	698400	asnB	-
TSS_15368_regulondb	+	3955935	0.675062455202925	inactive	3955993	3957468	ilvC	+
TSS_4362_storz	+	1130215	13.8082667000475	active	1130241	1137535	flgBCDEFGHIJ	+
TSS_14454_storz	-	3723610	0.669887506701793	inactive	3720351	3723341	glyQS	-
TSS_12034_wanner	-	3176375	0.661471332762584	inactive	3171526	3175932	nudF-yqiB-cpdA-yqiA-parE	-
TSS_972_regulondb	+	223656	62.679267225187	active	223771	228875	rrsH-ileV-alaV-rrlH-rrfH	+
TSS_7610_storz	+	1984530	0.520182537314849	inactive	1984949	1985452	ftnB	+
TSS_7732_storz	+	2022951	0.715835822523949	inactive	2023010	2023237	yodD	+
TSS_11658_storz	+	3084589	5.64568334859351	active	3084728	3085882	metK	+
TSS_13479_storz_regulondb	+	3482333	0.769880170039875	inactive	3482512	3483381	prkB	+
TSS_1070_regulondb	-	246615	0.615407500100361	inactive	245961	246502	dinJ-yafQ	-
TSS_10191_storz	+	2708129	0.701931589739591	inactive	2708442	2710064	nadB	+
TSS_17097_regulondb	-	4377175	0.575677372357928	inactive	4375834	4376967	ampC	-
TSS_7458_storz	+	1940582	0.895886369326389	inactive	1940686	1942223	znuCB	+
TSS_12404_storz	+	3273092	0.545383695374122	inactive	3273304	3274875	garD	+
TSS_12274_storz	+	3237625	0.583092189290018	inactive	3237966	3239210	sstT	+
TSS_16297_storz	-	4170152	0.643421047741259	inactive	4164682	4169779	rrsB-gltT-rrlB-rrfB	-
TSS_3165_storz	+	819904	0.844331346722613	inactive	820016	820729	ybhM	+
TSS_12661_storz	-	3326920	1.90105660424164	active	3326261	3326737	greA	-
TSS_7883_storz_wanner_regulondb	+	2057866	88.2014289735108	active	2057875	2057950	asnU	+
TSS_13466_storz	-	3476709	0.613902404221389	inactive	3475929	3476519	slyD	-
TSS_1620_wanner	+	409278	0.515136577088311	inactive	409368	410276	mak	+
TSS_1882_regulondb	+	475623	26.8701677083452	active	475672	475785	ffs	+
TSS_1882_regulondb	+	475623	26.8701677083452	active	475896	476249	ybaA	+
TSS_168_regulondb	+	34216	0.760055020085319	inactive	34300	34695	caiF	+
TSS_5238_storz	-	1327165	0.971820315483363	inactive	1325791	1327136	yciK-btuR	-
TSS_7547_storz	-	1964239	7.00145771417344	active	1960604	1964215	flhBAE	-
TSS_5548_regulondb	-	1415835	0.598036917874498	inactive	1415512	1415787	racC	-
TSS_15843_storz_regulondb	+	4058442	1.44251440877682	inactive	4058470	4060168	yihLM	+
TSS_8767_regulondb	+	2310676	0.72927792214957	inactive	2311106	2311198	micF	+
TSS_3467_storz	-	906347	0.661549991566625	inactive	904963	905976	ybjS	-
TSS_914_regulondb	+	212306	0.887736988865122	inactive	212331	213629	tilS	+
TSS_7988_wanner	+	2080748	0.792477710784705	inactive	2080780	2082207	sbcB	+
TSS_8920_storz	-	2362338	0.951433631822851	inactive	2361755	2362297	yfaZ	-
TSS_17339_storz_regulondb	+	4434587	0.688541553170858	inactive	4434778	4435518	cysQ	+
TSS_13465_storz_regulondb	-	3476547	2.07048193024342	active	3475929	3476519	slyD	-
TSS_7122_regulondb	-	1863748	0.669887506701793	inactive	1862806	1863660	yeaE	-
TSS_11200_storz	+	2968848	0.716603120659291	inactive	2969293	2969511	ygdR	+
TSS_1597_regulondb	+	404922	0.572494855109355	inactive	404988	405446	yaiI	+
TSS_12480_storz	+	3294088	0.642005555561524	inactive	3294431	3295006	yraP	+
TSS_6340_storz	-	1653358	0.567017294543216	inactive	1650920	1653165	rspAB	-
TSS_6988_storz	-	1823131	0.914300743726918	inactive	1822386	1822961	ves	-
TSS_7400_storz	-	1929129	0.604840576300397	inactive	1928481	1928771	yebG	-
TSS_17480_storz_regulondb	-	4470768	0.607204531410221	inactive	4469009	4470556	pyrLBI	-
TSS_12027_storz	+	3175888	0.965503744877984	inactive	3176137	3179603	tolC-ygiABC	+
TSS_14597_regulondb	+	3766087	0.77279466916075	inactive	3766200	3766661	yibG	+
TSS_16312_wanner	-	4173129	0.85915706367527	inactive	4172099	4173049	coaA	-
TSS_1049_storz_regulondb	+	240319	0.728979343398929	inactive	240343	240816	ivy	+
TSS_6007_regulondb	-	1554070	0.741084344341576	inactive	1551996	1553693	maeA	-
TSS_12346_regulondb	+	3252313	0.552742353239852	inactive	3252341	3253229	yhaKL	+
TSS_13690_regulondb	+	3534766	0.628406273629256	inactive	3534834	3535310	greB	+
TSS_1313_storz	+	311013	0.665424856912052	inactive	311336	311563	ykgL	+
TSS_13058_regulondb	+	3409639	0.657293721730852	inactive	3409675	3410559	yhdJ	+
TSS_12944_regulondb	+	3382624	0.81163922957934	inactive	3382725	3383195	argR	+
TSS_1306_regulondb	-	310021	0.649024274900386	inactive	309308	309895	ecpA	-
TSS_3915_wanner	-	1006847	0.951433631822851	inactive	1005714	1006823	ycbX	-
TSS_1869_storz	+	471511	0.602287769148231	inactive	471822	473476	glnK-amtB	+
TSS_5625_storz	-	1438931	0.650787872801199	inactive	1433784	1438808	ydbK-ompN	-
TSS_5513_storz_regulondb	+	1407153	0.846909090496793	inactive	1407153	1407271	fnrS	+
TSS_9928_storz	-	2640003	0.551372816132193	inactive	2638617	2639826	ispG-sroE	-
TSS_4164_storz	+	1080520	3.3465379623189	active	1080579	1081408	efeU_1U_2	+
TSS_3246_regulondb	-	844959	0.694376155512884	inactive	842478	844703	ybiO	-
TSS_11899_storz	+	3147601	0.60561870004311	inactive	3147684	3148568	yghA	+
TSS_14306_regulondb	+	3694345	0.475716815911426	inactive	3694481	3697916	bcsEFG	+
TSS_14120_storz	+	3645602	0.616169885503069	inactive	3646086	3646169	agrA	+
TSS_3956_storz	+	1017279	0.536876866892962	inactive	1017708	1018160	matP	+
TSS_9976_wanner_regulondb	-	2650346	0.714439440039657	inactive	2643035	2650309	yfhM-pbpC	-
TSS_17227_regulondb	+	4404067	4.12612029667043	active	4404213	4409274	nsrR-rnr-rlmB-yjfIJ	+
TSS_15976_regulondb	+	4100776	0.671990566954471	inactive	4100845	4101519	yiiM	+
TSS_7864_storz	+	2052714	0.652415172885602	inactive	2053085	2054539	amn	+
TSS_12268_storz	+	3236322	0.736229793669617	inactive	3236602	3237567	alx	+
TSS_5787_storz	-	1490327	0.674162345315122	inactive	1489946	1490095	hokB	-
TSS_5787_storz	-	1490327	0.674162345315122	inactive	1489986	1490153	mokB	-
TSS_14508_regulondb	+	3735493	0.570721421173634	inactive	3735520	3737550	malS	+
TSS_10817_storz_regulondb	-	2870979	0.598887661754563	inactive	2870531	2870842	ftsB	-
TSS_10817_storz_regulondb	-	2870979	0.598887661754563	inactive	2869323	2870512	ispDF	-
TSS_13173_storz	+	3436012	0.951433631822851	inactive	3436046	3436456	mscL	+
TSS_4271_storz	-	1107412	0.843828069003656	inactive	1105043	1106999	ymdB-clsC	-
TSS_11711_storz	-	3096542	0.828032307469844	inactive	3093120	3096425	yggSTU-rdgB-yggW	-
TSS_7826_storz	+	2042562	74.0154505139264	active	2042573	2042648	asnT	+
TSS_7826_storz	+	2042562	74.0154505139264	active	2042935	2050038	yeeJ	+
TSS_909_storz	+	211618	0.681190306251274	inactive	211877	212266	yaeR	+
TSS_2610_regulondb	-	675923	0.56906636740956	inactive	674793	675770	ybeQ	-
TSS_2340_regulondb	-	606784	0.799652332655967	inactive	605488	606606	ybdK	-
TSS_10616_wanner	+	2807592	1.73977379436161	active	2807639	2808701	ygaZH	+
TSS_6453_regulondb	+	1676332	0.791476575409602	inactive	1676451	1677395	ydgH	+
TSS_4663_regulondb	-	1202237	0.715835822523949	inactive	1201482	1202156	ymfK	-
TSS_17309_storz	-	4425753	0.784942381928669	inactive	4424651	4425445	yjfZ	-
TSS_7218_storz	+	1890993	0.537452340494468	inactive	1891391	1891735	yoaB	+
TSS_5989_storz	-	1545603	0.613902404221389	inactive	1544312	1545193	yddG	-
TSS_7611_storz	+	1984722	0.745002803070756	inactive	1984949	1985452	ftnB	+
TSS_16861_storz	-	4323422	0.683252173380494	inactive	4312367	4323188	phnCDE_1E_2FGHIJKLMNOP	-
TSS_8929_storz	+	2363738	2.03707807782776	active	2363932	2371300	arnBCADTEF	+
TSS_5798_storz	-	1493095	1.97780909931247	active	1492172	1493095	ydcI	-
TSS_9338_storz_regulondb	+	2468770	1.01678520850993	inactive	2468825	2469127	tfaS	+
TSS_5630_storz	+	1440861	0.808296895794436	inactive	1441075	1444230	ydbH-ynbE-ydbL	+
TSS_10481_storz	+	2765724	0.613758535821012	inactive	2765732	2767508	yfjPQ	+
TSS_13126_storz	+	3426793	0.642550648533741	inactive	3427258	3427812	yrdA	+
TSS_10573_wanner	+	2795126	0.695141041711776	inactive	2795233	2796066	ygaVP	+
TSS_1630_wanner	-	411732	0.767953478878242	inactive	410521	411705	araJ	-
TSS_479_storz	-	111828	0.61853613021148	inactive	107705	111433	secMA-mutT	-
TSS_14717_storz	-	3796323	0.575677372357928	inactive	3792010	3796230	rfaD-waaFCL	-
TSS_2013_regulondb	-	506440	0.583092189290018	inactive	505827	506306	ybaK	-
TSS_7358_regulondb	-	1921409	0.617956379870253	inactive	1920337	1920993	pphA	-
TSS_7358_regulondb	-	1921409	0.617956379870253	inactive	1921128	1921231	sdsR	-
TSS_2433_regulondb	+	638141	1.3048303457712	inactive	638168	640541	ahpCF	+
TSS_7421_storz	-	1934427	0.768246544105252	inactive	1932863	1934338	zwf	-
TSS_3133_storz_regulondb	+	812375	0.252816901789931	inactive	812749	814770	uvrB	+
TSS_8618_storz_wanner_regulondb	+	2267833	11.3677462796373	active	2268001	2268567	mepS	+
TSS_9497_regulondb	-	2518736	1.51776710750304	inactive	2517279	2518694	gltX	-
TSS_3624_regulondb	+	944942	0.655443069677755	inactive	945094	946242	ycaD	+
TSS_4279_storz_wanner_regulondb	+	1108501	1.67665248981754	active	1108558	1112629	opgGH	+
TSS_8316_wanner	-	2176651	0.635909700600939	inactive	2175534	2176586	fbaB	-
TSS_5301_regulondb	+	1338210	1.95082672387944	active	1338267	1341008	lapAB-pyrF-yciH	+
TSS_13740_storz_regulondb	+	3544427	1.216801160253	inactive	3544581	3545897	gntT	+
TSS_18092_wanner	+	4631692	0.884256989547333	inactive	4631820	4632467	ytjC	+
TSS_6869_regulondb	-	1793521	0.643583511771863	inactive	1790833	1793176	btuCED	-
TSS_8022_storz	+	2087780	0.829113529859779	inactive	2088020	2095249	hisLGDCBHAFI	+
TSS_5743_regulondb	-	1480897	0.752625379907681	inactive	1480279	1480884	azoR	-
TSS_5555_regulondb	-	1417853	0.632526395629506	inactive	1417180	1417480	ydaGF	-
TSS_3233_wanner	+	841536	0.829113529859779	inactive	841555	842481	rlmF	+
TSS_7452_regulondb	-	1939857	0.599897761070766	inactive	1938337	1939659	mepM	-
TSS_17308_regulondb	-	4425540	0.932742397154947	inactive	4424651	4425445	yjfZ	-
TSS_8226_storz_regulondb	+	2151335	2.11761801040289	active	2151335	2151478	sibA	+
TSS_8226_storz_regulondb	+	2151335	2.11761801040289	active	2151670	2151805	sibB	+
TSS_1003_wanner	-	230983	0.641911690522635	inactive	229967	230881	yafC	-
TSS_2406_storz_regulondb	+	632780	1.68880708521033	active	632809	633969	ybdL	+
TSS_16063_regulondb	-	4118417	0.808555082556743	inactive	4116868	4118372	menA-rraA	-
TSS_8891_wanner	-	2347544	0.915190638648607	inactive	2346844	2347494	inaA	-
TSS_5493_regulondb	+	1403960	1.53590695775648	inactive	1404003	1404566	smrA	+
TSS_15029_storz	-	3878411	0.604808582970581	inactive	3875728	3878142	gyrB	-
TSS_13783_wanner	-	3556154	0.659434176460045	inactive	3553855	3556101	rtcBA	-
TSS_10310_storz	-	2734294	0.926734380464923	inactive	2732325	2734033	rluD-yfiH	-
TSS_1307_storz	-	310230	0.589073117980264	inactive	309308	309895	ecpA	-
TSS_14885_storz	-	3838379	0.652415172885602	inactive	3837198	3838016	nlpA	-
TSS_7936_storz	+	2068245	0.55998452809149	inactive	2068268	2068528	yoeE	+
TSS_15467_storz	+	3978846	0.93456097897927	inactive	3978910	3980295	yifK	+
TSS_6568_regulondb	+	1712351	1.09737932122581	inactive	1712401	1713006	gstA	+
TSS_6975_regulondb	-	1820299	0.828721478250923	inactive	1819942	1820280	osmE	-
TSS_7221_storz	+	1891305	0.618437366784749	inactive	1891391	1891735	yoaB	+
TSS_7745_storz_regulondb	-	2026420	0.740767995115268	inactive	2026212	2026394	yodC	-
TSS_4908_storz	-	1266387	0.475716815911426	inactive	1262937	1266150	hemA-prfA-prmC	-
TSS_6800_storz	+	1770474	0.67552283408413	inactive	1770536	1773468	ydiNB-aroD	+
TSS_4500_regulondb	+	1161044	1.0407427892166	inactive	1161108	1164908	hinT-ycfL-lpoB-thiK-nagZ-ycfP	+
TSS_4683_regulondb	+	1209362	0.641702427394814	inactive	1209569	1210402	mcrA	+
TSS_452_regulondb	+	107603	0.618388593991275	inactive	107705	111433	secMA-mutT	+
TSS_5094_regulondb	+	1299002	1.11831850895451	inactive	1299206	1304792	oppABCDF	+
TSS_5080_storz	+	1297509	0.736222506184461	inactive	1297821	1298468	ychE	+
TSS_3438_storz	-	900188	0.724905747650669	inactive	899067	899798	artJ	-
TSS_1827_storz	-	458242	0.621604957954231	inactive	457952	458008	sraA	-
TSS_7431_regulondb	+	1935566	0.545263106322743	inactive	1935673	1937115	pykA	+
TSS_9355_wanner	+	2474296	0.546505059059015	inactive	2474332	2474532	torI	+
TSS_5904_regulondb	+	1516916	0.536876866892962	inactive	1517051	1518088	curA	+
TSS_4247_regulondb	+	1103082	0.495490726824554	inactive	1103174	1104516	csgBAC	+
TSS_3374_regulondb	+	882792	0.81815288989418	inactive	882896	884128	mdfA	+
TSS_12320_regulondb	+	3246991	0.728865236612522	inactive	3246991	3248398	yqjCDEK	+
TSS_6296_wanner	-	1643924	1.08200646992825	inactive	1643143	1643896	relBE-hokD	-
TSS_1441_regulondb	-	357933	0.844403542605163	inactive	357015	357914	cynR	-
TSS_14163_storz_regulondb	+	3654983	0.472119165853688	inactive	3655018	3655590	hdeD	+
TSS_3499_storz	+	915663	0.895370251756443	inactive	915696	917354	ybjD	+
TSS_4815_regulondb	-	1243779	1.71429043978597	active	1243016	1243750	ycgR	-
TSS_11985_regulondb	-	3166675	0.613902404221389	inactive	3165873	3166566	mqsRA	-
TSS_11735_storz	-	3099867	0.652415172885602	inactive	3098926	3099645	yggN	-
TSS_3160_storz_regulondb	+	819081	0.840763063380071	inactive	819107	819811	ybhL	+
TSS_2_storz	+	113	3.4069286167527	active	190	5020	thrLABC	+
TSS_1_storz_regulondb	+	38	3.4069286167527	active	190	5020	thrLABC	+
TSS_12146_regulondb	+	3202555	0.570216653520291	inactive	3202716	3203333	ygiH	+
TSS_14379_storz	-	3708602	0.915756935416955	inactive	3706807	3708498	eptB	-
TSS_553_storz	-	131419	0.65692310020329	inactive	129407	131260	yacH	-
TSS_12143_storz	-	3202246	0.683521564442027	inactive	3201332	3202153	bacA	-
TSS_2173_regulondb	+	567974	0.613595484967252	inactive	568125	569651	ybcK	+
TSS_740_wanner	-	179180	0.932615154597763	inactive	177001	179153	mtn-btuF-yadS	-
TSS_14844_regulondb	-	3826714	0.623128220841282	inactive	3825483	3826688	gltS	-
TSS_17341_storz	+	4434704	0.847922129163793	inactive	4434778	4435518	cysQ	+
TSS_5244_regulondb	-	1328781	0.659647094928393	inactive	1328441	1328692	yciN	-
TSS_17395_storz	+	4446272	0.549273009558856	inactive	4446470	4447065	chpSB	+
TSS_2765_wanner	-	712222	0.678041317870399	inactive	711261	712025	ybfF	-
TSS_2718_regulondb	-	702878	1.89449626626425	active	698797	702834	nagBAC-umpH	-
TSS_17470_regulondb	-	4468964	1.09923708836156	inactive	4468550	4468936	ridA	-
TSS_8986_regulondb	+	2383772	0.642087344535772	inactive	2383882	2384853	yfbL	+
TSS_14467_regulondb	-	3725820	0.614190141022142	inactive	3725430	3725771	yiaB	-
TSS_14467_regulondb	-	3725820	0.614190141022142	inactive	3724947	3725384	yiaA	-
TSS_15335_regulondb	-	3948050	0.680571566782968	inactive	3946472	3948022	yifB	-
TSS_4025_regulondb	-	1030666	2.3142398826629	active	1029982	1030641	yccA	-
TSS_11692_regulondb	+	3090906	1.07375373378592	inactive	3090959	3091938	yqgEF	+
TSS_15787_storz	-	4049042	0.652415172885602	inactive	4048156	4048752	yihA	-
TSS_971_regulondb	+	223593	72.7363789462219	active	223771	228875	rrsH-ileV-alaV-rrlH-rrfH	+
TSS_3604_storz	+	938471	0.68299519837637	inactive	938651	939943	serS	+
TSS_9222_regulondb	-	2438594	0.577206841861094	inactive	2436964	2438142	yfcJ	-
TSS_14631_storz_regulondb	+	3775312	5.06307545484846	active	3775422	3779040	lldPRD	+
TSS_564_storz	+	134147	0.748468057695077	inactive	134388	134750	yacL	+
TSS_12104_regulondb	-	3189926	0.697069751582475	inactive	3184164	3189718	insC-5CD-5D-5-yqiGHI	-
TSS_17609_storz	-	4498332	0.536876866892962	inactive	4497700	4497942	yjgX_3	-
TSS_2547_regulondb	-	663190	1.17645445022383	inactive	661975	663186	dacA	-
TSS_10906_storz	-	2898384	9.56261748390609	active	2897510	2898295	ygcW	-
TSS_2730_regulondb	+	705283	1.43394600895445	inactive	705316	706980	glnS	+
TSS_6916_regulondb	-	1804274	0.651389644340194	inactive	1803349	1804107	ydiY	-
TSS_9615_wanner	+	2543669	0.640679997050237	inactive	2543795	2547428	murQP-yfeW	+
TSS_6836_regulondb	+	1785407	1.01526680888189	inactive	1785469	1786302	ppsR	+
TSS_14531_regulondb	+	3740697	1.07617605121965	inactive	3740756	3748804	yiaKLMNO-lyxK-sgbHUE	+
TSS_13891_storz_regulondb	+	3579134	0.655230373533538	inactive	3579161	3579649	yhhY	+
TSS_8420_storz	+	2213654	1.196073835749	inactive	2213679	2213786	yohO	+
TSS_9000_regulondb	+	2387017	0.613294083283494	inactive	2387138	2387986	yfbP	+
TSS_11480_storz	-	3041355	0.829113529859779	inactive	3040511	3041170	yqfA	-
TSS_5294_regulondb	+	1337259	0.701413663498235	inactive	1337354	1338118	pgpB	+
TSS_10493_storz	-	2769914	0.608927325167908	inactive	2767725	2769637	yfjR-ypjK-yfjST	-
TSS_9455_storz	-	2507677	0.559199115635726	inactive	2506483	2507448	glk	-
TSS_9777_regulondb	+	2597828	0.675062455202925	inactive	2597928	2598500	gcvR	+
TSS_9545_storz	+	2530112	0.65194454119555	inactive	2530431	2531402	cysK	+
TSS_14262_wanner	+	3677320	0.481158770987458	inactive	3677442	3678371	kdgK	+
TSS_10707_storz	+	2837071	0.655602438981527	inactive	2837546	2840436	ascFB	+
TSS_8973_regulondb	-	2379636	0.627697784244191	inactive	2379104	2379565	elaA	-
TSS_4964_storz	-	1277043	1.07375373378592	inactive	1274402	1276841	narXL	-
TSS_14167_storz_regulondb	-	3656077	0.8336347271734	inactive	3656009	3656077	arrS	-
TSS_10429_regulondb	+	2756903	0.666723842027987	inactive	2757007	2758416	yfjI	+
TSS_17228_storz	+	4404147	2.56344536914535	active	4404213	4409274	nsrR-rnr-rlmB-yjfIJ	+
TSS_14995_storz	-	3867781	0.629991197384013	inactive	3866085	3867332	yidR	-
TSS_5987_regulondb	-	1545227	0.80972834991195	inactive	1544312	1545193	yddG	-
TSS_8664_storz	+	2281985	0.909932168656809	inactive	2282151	2284158	yejLM	+
TSS_14115_storz	+	3644038	0.621133225385167	inactive	3644322	3645674	gor	+
TSS_10148_storz	-	2698607	0.564676890066387	inactive	2698139	2698219	shoB	-
TSS_3623_wanner	-	944838	0.536876866892962	inactive	944154	944780	ycaC	-
TSS_6298_wanner	+	1644171	0.637743641965902	inactive	1644429	1644761	flxA	+
TSS_130_storz_regulondb	+	21383	1.34220674220272	inactive	21407	27227	ribF-ileS-lspA-fkpB-ispH	+
TSS_6981_storz_regulondb	+	1821516	0.800563913585219	inactive	1821539	1822426	cho	+
TSS_8889_storz	-	2347110	0.602126196637549	inactive	2342887	2346790	nrdAB-yfaE	-
TSS_11535_storz	+	3058501	0.621317221153478	inactive	3058872	3064302	scpA-argK-scpBC	+
TSS_7714_storz	+	2010222	17.2485858536556	active	2010526	2010804	intG	+
TSS_6647_storz	+	1732993	0.613902404221389	inactive	1733402	1733983	sodB	+
TSS_10599_storz_wanner	+	2802772	5.09732001972929	active	2802837	2806146	proVWX	+
TSS_17486_storz	+	4471699	0.635909700600939	inactive	4472147	4472740	bdcR	+
TSS_16629_storz_wanner_regulondb	-	4244487	0.613902404221389	inactive	4240649	4244442	malEFG	-
TSS_8658_regulondb	+	2280455	13.1103792421546	active	2280539	2280823	rplY	+
TSS_14330_storz	+	3698454	0.971820315483363	inactive	3698586	3699857	yhjV	+
TSS_18083_storz	+	4628701	0.829928057416943	inactive	4628756	4630693	slt	+
TSS_10904_regulondb	-	2897629	0.777006197442789	inactive	2895986	2897440	ygcU	-
TSS_2807_regulondb	+	728602	0.614190141022142	inactive	728806	733325	rhsC-ybfB	+
TSS_1214_storz_wanner_regulondb	-	289564	1.52576188540913	inactive	288525	289529	argF	-
TSS_7634_regulondb	+	1987526	0.655185054612554	inactive	1987705	1988916	tyrP	+
TSS_1549_storz	-	392409	0.555919373608825	inactive	390963	392134	insEF-2E-2F-2	-
TSS_10654_regulondb	-	2817392	0.645539744522726	inactive	2816983	2817168	csrA	-
TSS_9555_regulondb	+	2531676	0.818129275183269	inactive	2531786	2534365	ptsHI-crr	+
TSS_2472_wanner	-	644256	0.93784250938251	inactive	643420	644226	rna	-
TSS_12266_storz	+	3236167	0.583092189290018	inactive	3236602	3237567	alx	+
